CycleTimeEvent{deviceName='Fanuc_PaintRobot_102', programName='Program3', previousProgramName='Program4', previousProgramStartTime=1733909374215, currentProgramName='Program3', currentProgramStartTime=1733918674215, cycleTime=9300}
CycleTimeEvent{deviceName='Fanuc_PaintRobot_103', programName='Program4', previousProgramName='Program1', previousProgramStartTime=1735118014215, currentProgramName='Program4', currentProgramStartTime=1735203454215, cycleTime=85440}
CycleTimeEvent{deviceName='Fanuc_PaintRobot_103', programName='Program1', previousProgramName='Program4', previousProgramStartTime=1735203454215, currentProgramName='Program1', currentProgramStartTime=1735212154215, cycleTime=8700}
CycleTimeEvent{deviceName='Fanuc_PaintRobot_103', programName='Program1', previousProgramName='Program1', previousProgramStartTime=1735212154215, currentProgramName='Program1', currentProgramStartTime=1735222414215, cycleTime=10260}
CycleTimeEvent{deviceName='Fanuc_PaintRobot_102', programName='Program1', previousProgramName='Program4', previousProgramStartTime=1735184674215, currentProgramName='Program1', currentProgramStartTime=1735233154215, cycleTime=48480}
CycleTimeEvent{deviceName='Fanuc_PaintRobot_101', programName='Program2', previousProgramName='Program2', previousProgramStartTime=1735193074215, currentProgramName='Program2', currentProgramStartTime=1735245034215, cycleTime=51960}
CycleTimeEvent{deviceName='Fanuc_PaintRobot_103', programName='Program3', previousProgramName='Program1', previousProgramStartTime=1735222414215, currentProgramName='Program3', currentProgramStartTime=1735251154215, cycleTime=28740}
CycleTimeEvent{deviceName='Fanuc_PaintRobot_101', programName='Program1', previousProgramName='Program2', previousProgramStartTime=1735245034215, currentProgramName='Program1', currentProgramStartTime=1735261834215, cycleTime=16800}
CycleTimeEvent{deviceName='Fanuc_PaintRobot_102', programName='Program2', previousProgramName='Program1', previousProgramStartTime=1735233154215, currentProgramName='Program2', currentProgramStartTime=1735270654215, cycleTime=37500}
CycleTimeEvent{deviceName='Fanuc_PaintRobot_102', programName='Program4', previousProgramName='Program2', previousProgramStartTime=1735270654215, currentProgramName='Program4', currentProgramStartTime=1735279054215, cycleTime=8400}
CycleTimeEvent{deviceName='Fanuc_PaintRobot_103', programName='Program4', previousProgramName='Program3', previousProgramStartTime=1735251154215, currentProgramName='Program4', currentProgramStartTime=1735287994215, cycleTime=36840}
CycleTimeEvent{deviceName='Fanuc_PaintRobot_103', programName='Program1', previousProgramName='Program4', previousProgramStartTime=1735287994215, currentProgramName='Program1', currentProgramStartTime=1735298794215, cycleTime=10800}
CycleTimeEvent{deviceName='Fanuc_PaintRobot_102', programName='Program3', previousProgramName='Program4', previousProgramStartTime=1735279054215, currentProgramName='Program3', currentProgramStartTime=1735310374215, cycleTime=31320}
CycleTimeEvent{deviceName='Fanuc_PaintRobot_102', programName='Program1', previousProgramName='Program3', previousProgramStartTime=1735310374215, currentProgramName='Program1', currentProgramStartTime=1735320994215, cycleTime=10620}
CycleTimeEvent{deviceName='Fanuc_PaintRobot_102', programName='Program4', previousProgramName='Program1', previousProgramStartTime=1735320994215, currentProgramName='Program4', currentProgramStartTime=1735331374215, cycleTime=10380}
CycleTimeEvent{deviceName='Fanuc_PaintRobot_103', programName='Program3', previousProgramName='Program1', previousProgramStartTime=1735298794215, currentProgramName='Program3', currentProgramStartTime=1735340134215, cycleTime=41340}
CycleTimeEvent{deviceName='Fanuc_PaintRobot_103', programName='Program2', previousProgramName='Program3', previousProgramStartTime=1735340134215, currentProgramName='Program2', currentProgramStartTime=1735349134215, cycleTime=9000}
CycleTimeEvent{deviceName='Fanuc_PaintRobot_103', programName='Program2', previousProgramName='Program2', previousProgramStartTime=1735349134215, currentProgramName='Program2', currentProgramStartTime=1735358134215, cycleTime=9000}
CycleTimeEvent{deviceName='Fanuc_PaintRobot_101', programName='Program2', previousProgramName='Program1', previousProgramStartTime=1735261834215, currentProgramName='Program2', currentProgramStartTime=1735368934215, cycleTime=107100}
CycleTimeEvent{deviceName='Fanuc_PaintRobot_103', programName='Program4', previousProgramName='Program2', previousProgramStartTime=1735358134215, currentProgramName='Program4', currentProgramStartTime=1735376314215, cycleTime=18180}
CycleTimeEvent{deviceName='Fanuc_PaintRobot_103', programName='Program2', previousProgramName='Program4', previousProgramStartTime=1735376314215, currentProgramName='Program2', currentProgramStartTime=1735386574215, cycleTime=10260}
